Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;Total Docs. (2024);Estimated APC (USD);Estimated value (USD)
873;5300152724;"IET Systems Biology";journal;"17518857, 17518849";Yes;No;"John Wiley &amp; Sons Inc.";0,459;Q2;24;2769;354470;
874;21101028344;"Art of Discrete and Applied Mathematics";journal;"25909770";No;No;"University of Primorska";0,458;Q2;23;2878;348282;
875;16065;"Electrical Engineering";journal;"14320487, 09487921";No;No;"Springer Verlag";0,458;Q2;823;2843;5372807;
876;24358;"Journal of Heuristics";journal;"13811231, 15729397";No;No;"Springer Netherlands";0,458;Q3;14;3015;370897;
877;21100824682;"Smart Science";journal;"23080477";Yes;No;"Taylor and Francis Ltd.";0,455;Q2;63;2797;475572;
878;12456;"Acta Biotheoretica";journal;"00015342, 15728358";No;No;"Springer Science and Business Media B.V.";0,454;Q2;12;2690;330889;
879;26373;"Rocky Mountain Journal of Mathematics";journal;"00357596";No;No;"Rocky Mountain Mathematics Consortium";0,454;Q2;115;2814;1961516;
880;6100152706;"Georgian Mathematical Journal";journal;"1072947X, 15729176";No;No;"Walter de Gruyter GmbH";0,453;Q2;121;2739;1235245;
881;39594;"Stochastics";journal;"17442516, 17442508";No;No;"Gordon and Breach Science Publishers";0,453;Q2;70;2901;838400;
882;21578;"Numerical Heat Transfer; Part A: Applications";journal;"15210634, 10407782";No;No;"Taylor and Francis Ltd.";0,451;Q2;554;3025;3472768;
883;15947;"Behaviormetrika";journal;"03857417";Yes;No;"Behaviormetric Society of Japan";0,450;Q2;39;2980;408327;
884;28642;"CMES - Computer Modeling in Engineering and Sciences";journal;"15261492, 15261506";No;No;"Tech Science Press";0,450;Q2;460;2777;4773680;
885;21100935003;"Journal of Fractal Geometry";journal;"23081309, 23081317";Yes;Yes;"European Mathematical Society Publishing House";0,450;Q2;13;3000;215988;
886;27416;"Topology and its Applications";journal;"01668641";No;No;"Elsevier B.V.";0,449;Q2;238;2853;4142265;
887;27137;"Celestial Mechanics and Dynamical Astronomy";journal;"15729478, 09232958";No;No;"Springer Netherlands";0,448;Q2;59;2987;839255;
888;26132;"Journal of Computer Science and Technology";journal;"18604749, 10009000";No;No;"Springer New York";0,446;Q3;64;2944;1271838;
889;19700175752;"Logical Methods in Computer Science";journal;"18605974";Yes;Yes;"Logical Methods in Computer Science";0,446;Q2;96;2998;1469158;
890;21100451190;"International Journal of Microsimulation";journal;"17475864";No;No;"International Microsimulation Association";0,445;Q2;18;2613;245615;
891;21100286934;"Vietnam Journal of Mathematics";journal;"2305221X, 23052228";No;No;"Springer Science + Business Media";0,445;Q2;93;2829;947725;
892;11900154311;"Mathematica Slovaca";journal;"01399918, 13372211";No;No;"Walter de Gruyter GmbH";0,444;Q2;113;2848;1623174;
893;5200152802;"Mathematical Biosciences and Engineering";journal;"15471063, 15510018";Yes;No;"American Institute of Mathematical Sciences";0,443;Q2;344;2892;8244939;
894;25221;"New York Journal of Mathematics";journal;"10769803";Yes;Yes;"University at Albany";0,443;Q2;69;2986;907767;
895;21101030113;"Integers";journal;"15531732";Yes;Yes;"Colgate University";0,442;Q2;112;2729;1211840;
896;21100403130;"Journal of Logical and Algebraic Methods in Programming";journal;"23522208, 23522216";No;No;"Elsevier Inc.";0,442;Q2;43;2923;695729;
897;15654;"Journal of Agricultural, Biological, and Environmental Statistics";journal;"10857117, 15372693";No;No;"Springer";0,441;Q2;109;3045;785569;
898;15502;"Measurement and Control (United Kingdom)";journal;"00202940";Yes;No;"SAGE Publications Ltd";0,441;Q2;197;2816;2120666;
899;17700155817;"Australasian Journal of Combinatorics";journal;"10344942, 22023518";Yes;Yes;"University of Queensland Press";0,440;Q2;72;2914;1104574;
900;59030;"Quaestiones Mathematicae";journal;"1727933X, 16073606";No;No;"Taylor and Francis Ltd.";0,440;Q2;187;2864;2073454;
901;23300;"Japan Journal of Industrial and Applied Mathematics";journal;"1868937X, 09167005";No;No;"Springer Japan";0,439;Q2;73;2750;753620;
902;71359;"Journal of the Brazilian Society of Mechanical Sciences and Engineering";journal;"16785878, 18063691";Yes;No;"Springer Verlag";0,439;Q2;726;2853;9063344;
903;14785;"Statistics";journal;"02331888, 10294910";No;No;"Taylor and Francis Ltd.";0,439;Q3;75;2936;983483;
904;82305;"School Science and Mathematics";journal;"00366803, 19498594";No;No;"John Wiley &amp; Sons Inc.";0,438;Q2;70;2747;755346;
905;21100857172;"Computation";journal;"20793197";Yes;No;"Multidisciplinary Digital Publishing Institute (MDPI)";0,437;Q2;250;2796;2717866;
906;27871;"Concurrency and Computation: Practice and Experience";journal;"15320626, 15320634";No;No;"John Wiley and Sons Ltd";0,437;Q3;404;2873;8508063;
907;22202;"Operations Research Letters";journal;"01676377";No;No;"Elsevier B.V.";0,437;Q2;103;3001;1917643;
908;12991;"RAIRO - Operations Research";journal;"12903868, 03990559";No;No;"EDP Sciences";0,437;Q3;243;2859;2973453;
909;21100909467;"Journal of Computational Geometry";journal;"1920180X";Yes;Yes;"Carleton University";0,436;Q2;15;2757;256372;
910;24479;"Lobachevskii Journal of Mathematics";journal;"19950802, 18189962";No;No;"Pleiades Publishing";0,435;Q2;462;2821;5667198;
911;25244;"Bulletin of the Australian Mathematical Society";journal;"00049727";No;No;"Cambridge University Press";0,434;Q2;185;2863;1998158;
912;26401;"Electronic Journal of Qualitative Theory of Differential Equations";journal;"14173875";Yes;Yes;"University of Szeged";0,434;Q2;76;2876;1107335;
913;28347;"Journal of Graph Algorithms and Applications";journal;"15261719";Yes;Yes;"Brown University";0,434;Q3;33;2882;475497;
914;21101226638;"Matematica";journal;"27309657";No;No;"Springer";0,434;Q2;67;2854;191235;
915;19400157311;"Fixed Point Theory";journal;"15835022, 20669208";No;No;"House of the Book of Science";0,433;Q2;48;3042;775596;
916;21100860443;"International Journal of Optimization and Control: Theories and Applications";journal;"21460957";Yes;No;"Ramazan YAMAN";0,433;Q2;35;2755;374641;
917;21101190270;"Journal of Computational Mathematics and Data Science";journal;"27724158";Yes;No;"Elsevier B.V.";0,433;Q2;16;2853;45649;
918;21100211731;"Journal of Homotopy and Related Structures";journal;"21938407, 15122891";No;No;"Springer Science + Business Media";0,433;Q3;22;2969;332503;
919;28499;"Journal of Combinatorial Optimization";journal;"13826905, 15732886";No;No;"Springer Netherlands";0,432;Q2;103;2899;2168285;
920;24364;"Computers, Materials and Continua";journal;"15462218, 15462226";No;No;"Tech Science Press";0,431;Q2;880;3005;14602598;
921;12200154726;"Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova";journal;"22402926, 00418994";Yes;Yes;"European Mathematical Society Publishing House";0,431;Q3;20;2639;285036;
922;21100901173;"Applied Network Science";journal;"23648228";Yes;No;"Springer Nature";0,430;Q3;79;2958;1298511;
923;23526;"Communications in Statistics Part B: Simulation and Computation";journal;"15324141, 03610918";No;No;"Taylor and Francis Ltd.";0,430;Q2;623;2835;5635094;
924;78470;"Discrete Mathematics and Theoretical Computer Science";journal;"14627264, 13658050";Yes;Yes;"Maison de l'informatique et des mathematiques discretes";0,429;Q3;41;2949;666407;
925;28416;"Science of Computer Programming";journal;"01676423";No;No;"Elsevier B.V.";0,429;Q3;111;2891;1194185;
926;25195;"Applied Stochastic Models in Business and Industry";journal;"15264025, 15241904";No;No;"John Wiley and Sons Ltd";0,428;Q3;126;2858;1146205;
927;21100309827;"Control Theory and Technology";journal;"20956983, 21980942";No;No;"Springer Science + Business Media";0,428;Q3;52;2839;681370;
928;4900152808;"Journal of Instrumentation";journal;"17480221";No;No;"Institute of Physics";0,427;Q3;980;2997;13668034;
929;23933;"Journal of Lie Theory";journal;"09495932";No;No;"Heldermann Verlag";0,427;Q3;37;2811;722525;
930;145254;"Journal of the Korean Mathematical Society";journal;"03049914";No;No;"Korean Mathematical Society";0,427;Q2;56;2770;889299;
931;19700175586;"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica";journal;"12241784, 18440835";Yes;Yes;"Ovidius University";0,426;Q3;25;2762;541416;
932;21100466426;"Communications in Mathematics and Statistics";journal;"21946701, 2194671X";No;No;"Springer Verlag";0,426;Q3;70;2966;676322;
933;21100840059;"Journal of Computational Dynamics";journal;"21582505";No;No;"American Institute of Mathematical Sciences";0,426;Q3;29;2888;340762;
934;19900192596;"Mathematical Modelling of Natural Phenomena";journal;"09735348, 17606101";No;No;"EDP Sciences";0,426;Q3;23;2941;708703;
935;5000157801;"Mathematical Structures in Computer Science";journal;"09601295, 14698072";No;No;"Cambridge University Press";0,426;Q2;50;2967;620175;
936;22313;"Performance Evaluation";journal;"01665316";No;No;"Elsevier B.V.";0,426;Q3;38;2930;492234;
937;27401;"Theory of Probability and its Applications";journal;"0040585X, 10957219";No;No;"Society for Industrial and Applied Mathematics Publications";0,426;Q3;40;2756;598141;
938;12600154783;"Networks and Heterogeneous Media";journal;"1556181X, 15561801";No;No;"American Institute of Mathematical Sciences";0,425;Q3;59;3006;691300;
939;15810;"Probability in the Engineering and Informational Sciences";journal;"02699648, 14698951";No;No;"Cambridge University Press";0,425;Q3;49;2856;728391;
940;19700176017;"Operators and Matrices";journal;"18463886";No;No;"Element D.O.O.";0,424;Q3;50;2801;1027938;
941;19900191975;"Journal of Uncertain Systems";journal;"17528917, 17528909";No;No;"World Scientific";0,422;Q3;39;2515;319376;
942;24529;"Acta Mathematica Hungarica";journal;"15882632, 02365294";No;No;"Springer Netherlands";0,421;Q2;103;2907;1488208;
943;24184;"Chinese Journal of Electronics";journal;"10224653, 20755597";No;No;"Institute of Electrical and Electronics Engineers Inc.";0,421;Q3;79;2737;1289199;
944;21100901775;"BMJ Simulation and Technology Enhanced Learning";journal;"20566697";No;No;"BMJ Publishing Group";0,420;Q3;0;2716;654500;
945;21101194103;"Computational and Systems Oncology";journal;"26899655";Yes;No;"John Wiley and Sons Inc";0,420;Q3;0;2837;0;
946;21101022436;"Multiscale and Multidisciplinary Modeling, Experiments and Design";journal;"25208179, 25208160";No;No;"Springer Science and Business Media B.V.";0,420;Q3;394;2756;1353259;
947;23670;"Annals of Mathematics and Artificial Intelligence";journal;"15737470, 10122443";No;No;"Springer Netherlands";0,419;Q3;81;2812;835211;
948;25206;"Archiv der Mathematik";journal;"0003889X, 14208938";Yes;No;"Birkhauser Verlag Basel";0,419;Q2;134;2896;1940051;
949;28549;"Journal of Nonlinear Mathematical Physics";journal;"14029251, 17760852";Yes;No;"Springer Nature";0,419;Q3;83;2806;830550;
950;28511;"Mathematical and Computer Modelling of Dynamical Systems";journal;"13873954";Yes;No;"Taylor and Francis Ltd.";0,419;Q3;44;2708;316784;
951;21100881468;"ACM Transactions on Parallel Computing";journal;"23294957, 23294949";No;No;"Association for Computing Machinery (ACM)";0,418;Q3;18;2807;297510;
952;21100790723;"Computability";journal;"22113576, 22113568";No;No;"SAGE Publications Ltd";0,416;Q3;22;3125;293761;
953;25663;"Journal of Ship Research";journal;"00224502";No;No;"Society of Naval Architects and Marine Engineers";0,415;Q2;10;2931;319507;
954;65749;"Boletin de la Sociedad Matematica Mexicana";journal;"1405213X, 22964495";No;No;"Birkhauser Verlag Basel";0,414;Q2;105;2765;1227467;
955;19168;"Journal of Dynamical and Control Systems";journal;"15738698, 10792724";No;No;"Springer New York";0,414;Q3;48;2895;798934;
956;20573;"Theory of Computing Systems";journal;"14330490, 14324350";No;No;"Springer New York";0,414;Q3;61;2951;776171;
957;14388;"Information Processing Letters";journal;"00200190";No;No;"Elsevier B.V.";0,412;Q3;63;2847;1073296;
958;145729;"Statistical Methods and Applications";journal;"16182510, 1613981X";No;No;"";0,411;Q3;58;2901;852839;
959;21100367884;"Statistics and Risk Modeling";journal;"21931402, 21967040";No;No;"Walter de Gruyter GmbH";0,411;Q3;5;2687;61808;
960;12100154833;"ACM Transactions on Applied Perception";journal;"15443965, 15443558";No;No;"Association for Computing Machinery (ACM)";0,410;Q3;20;2798;257393;
961;21100203314;"Journal of Singularities";journal;"19492006";No;No;"Worldwide Center of Mathematics";0,410;Q3;10;2791;306991;
962;21100838755;"Nonlinear Functional Analysis and Applications";journal;"24660973, 12291595";Yes;No;"Kyungnam University Press";0,409;Q3;68;2777;858181;
963;26391;"Electronic Journal of Differential Equations";journal;"10726691, 15506150";Yes;Yes;"Texas State University - San Marcos";0,407;Q3;83;2906;1542840;
964;4900152403;"International Journal of Computational Methods";journal;"02198762, 17936969";No;No;"World Scientific";0,407;Q3;96;2848;1558080;
965;21101066571;"International Journal of Neutrosophic Science";journal;"26906805, 26926148";No;No;"American Scientific Publishing Group (ASPG)";0,407;Q2;231;2934;1548991;
966;12134;"Journal of Official Statistics";journal;"20017367, 0282423X";Yes;No;"SAGE Publications Ltd";0,407;Q3;0;2943;438572;
967;21100941199;"Statistics and Public Policy";journal;"2330443X";Yes;No;"Taylor and Francis Inc.";0,407;Q3;13;2838;167459;
968;23870;"Journal of Convex Analysis";journal;"09446532";No;No;"Heldermann Verlag";0,406;Q2;44;2904;766647;
969;21101121584;"Review of Economics and Political Science";journal;"26313561, 23569980";Yes;No;"Emerald Publishing";0,406;Q3;37;2774;208070;
970;21100389312;"P-Adic Numbers, Ultrametric Analysis, and Applications";journal;"20700474, 20700466";No;No;"Pleiades Publishing";0,405;Q2;25;2835;343072;
971;21101080460;"Operations Research Forum";journal;"26622556";No;No;"Springer International Publishing AG";0,403;Q3;115;2721;759211;
972;11700154399;"Siberian Advances in Mathematics";journal;"10551344, 19348126";No;No;"Pleiades Publishing";0,403;Q2;29;2735;322743;
973;19400158517;"Statistics in Biosciences";journal;"18671764, 18671772";No;No;"Springer";0,403;Q3;82;2951;622708;
974;21100386483;"Ufa Mathematical Journal";journal;"23040122";No;No;"Institute of Mathematics with Computing Centre";0,402;Q2;38;2796;570308;
975;21100781975;"Network Modeling Analysis in Health Informatics and Bioinformatics";journal;"21926670, 21926662";No;No;"Springer";0,401;Q3;58;2712;735070;
976;21579;"Numerical Heat Transfer, Part B: Fundamentals";journal;"15210626, 10407790";No;No;"Taylor and Francis Ltd.";0,401;Q3;264;2782;1343930;
977;23197;"Infinite Dimensional Analysis, Quantum Probability and Related Topics";journal;"17936306, 02190257";No;No;"World Scientific Publishing Co. Pte Ltd";0,400;Q3;52;2881;460939;
978;13082;"Mathematical Problems in Engineering";journal;"1024123X, 15635147";Yes;No;"John Wiley and Sons Ltd";0,400;Q2;41;2732;20259599;
979;25744;"Order";journal;"15729273, 01678094";No;No;"Springer Netherlands";0,400;Q3;62;2865;564421;
980;21100455415;"Regional Statistics";journal;"20648243, 20639538";No;No;"Hungarian Central Statistical Office";0,400;Q3;48;2956;532120;
981;21101242571;"Bangmod International Journal of Mathematical and Computational Science";journal;"2408154X";No;No;"Center of Excellence in Theoretical and Computational Science";0,399;Q2;6;2810;16862;
982;20700195034;"European Journal of Computational Mechanics";journal;"26422085, 26422050";No;No;"River Publishers";0,399;Q3;20;2628;275918;
983;21100893350;"Journal of Laboratory Medicine";journal;"25679449, 25679430";Yes;No;"Walter de Gruyter GmbH";0,399;Q3;35;2627;557018;
984;21100864379;"Neutrosophic Sets and Systems";journal;"23316055, 2331608X";Yes;Yes;"University of New Mexico";0,399;Q3;221;2831;3510182;
985;21100875757;"Advances in Operator Theory";journal;"2538225X";Yes;No;"Tusi Mathematical Research Group (TMRG)";0,398;Q3;88;2817;1062032;
986;21100369113;"Open Mathematics";journal;"23915455";Yes;No;"Walter de Gruyter GmbH";0,397;Q2;122;2760;1912540;
987;28456;"Computational Geometry: Theory and Applications";journal;"09257721";No;No;"Elsevier B.V.";0,396;Q3;33;2908;729908;
988;19900192727;"Journal de Theorie des Nombres de Bordeaux";journal;"12467405";No;No;"Universite de Bordeaux";0,396;Q3;23;2939;546689;
989;21100394100;"IET Networks";journal;"20474962, 20474954";Yes;No;"John Wiley &amp; Sons Inc.";0,395;Q3;44;2929;527199;
990;144816;"Methodology and Computing in Applied Probability";journal;"13875841";No;No;"Springer Netherlands";0,395;Q2;58;2838;1231604;
991;24208;"Genetic Programming and Evolvable Machines";journal;"13892576, 15737632";No;No;"Springer New York";0,394;Q3;21;3012;367416;
992;21100898958;"Journal of Mathematics and Computer Science";journal;"2008949X";No;No;"International Scientific Research Publications";0,394;Q2;159;2752;1409101;
993;21101093023;"Probability, Uncertainty and Quantitative Risk";journal;"23670126, 20959672";No;No;"American Institute of Mathematical Sciences";0,394;Q3;24;2934;202425;
994;25266;"Bulletin of the Belgian Mathematical Society - Simon Stevin";journal;"13701444";No;No;"Belgian Mathematical Society";0,393;Q2;42;2732;571085;
995;17700154922;"International Review of Electrical Engineering";journal;"25332244, 18276660";No;No;"Praise Worthy Prize";0,393;Q3;32;2698;647591;
996;300147002;"Tamkang Journal of Mathematics";journal;"00492930";Yes;No;"Tamkang University";0,393;Q2;24;2656;289518;
997;13794;"BioSystems";journal;"03032647, 18728324";No;No;"Elsevier Ireland Ltd";0,392;Q3;176;2856;2078957;
998;21101132463;"Bulletin of the Karaganda University. Mathematics Series";journal;"26635011, 25187929";Yes;No;"E.A.Buketov Karaganda State University Publish House";0,392;Q2;63;2773;343838;
999;21101089146;"Complex Analysis and its Synergies";journal;"25247581, 2197120X";No;No;"Springer International Publishing AG";0,392;Q2;20;2945;164903;
1000;21100905025;"Results in Applied Mathematics";journal;"25900374";Yes;No;"Elsevier B.V.";0,392;Q3;104;2905;941249;
1001;26644;"Concurrent Engineering Research and Applications";journal;"15312003, 1063293X";No;No;"SAGE Publications Ltd";0,391;Q3;8;2879;339695;
1002;24022;"Journal of Chemometrics";journal;"1099128X, 08869383";No;No;"John Wiley and Sons Ltd";0,390;Q3;95;2834;1079679;
1003;21100886421;"Letters in Biomathematics";journal;"23737867";Yes;No;"LETTERS IN BIOMATHEMATICS";0,390;Q3;4;2764;160296;
1004;5800184384;"SOCAR Proceedings";journal;"22186867, 22188622";No;No;"Oil Gas Scientific Research Project Institute";0,390;Q3;102;2778;1758540;
1005;25924;"Doklady Mathematics";journal;"15318362, 10645624";No;No;"Pleiades Publishing";0,389;Q2;93;2917;1755957;
1006;12900154727;"Journal of Industrial and Management Optimization";journal;"15475816, 1553166X";Yes;No;"American Institute of Mathematical Sciences";0,389;Q3;167;2742;3018730;
1007;12120;"Journal of Nonparametric Statistics";journal;"10290311, 10485252";No;No;"Taylor and Francis Ltd.";0,389;Q3;95;3003;726619;
1008;21100810885;"Problemy Analiza";journal;"23063432, 23063424";Yes;Yes;"Petrozavodsk State University";0,389;Q3;20;2604;322883;
1009;29122;"Physica Scripta";journal;"00318949, 14024896";No;No;"Institute of Physics";0,388;Q3;4034;2841;26319793;
1010;27970;"ZAMM Zeitschrift fur Angewandte Mathematik und Mechanik";journal;"00442267, 15214001";No;No;"Wiley-VCH Verlag";0,388;Q3;419;2829;3143331;
1011;18780;"Circuits, Systems, and Signal Processing";journal;"0278081X, 15315878";No;No;"Birkhauser Boston";0,387;Q3;425;2886;4941569;
1012;5800173405;"Current Bioinformatics";journal;"15748936, 2212392X";No;No;"Bentham Science Publishers";0,387;Q3;82;2813;1319145;
1013;21101264988;"ICCM Not: Notices of the International Consortium of Chinese Mathematicians";journal;"23264810, 23264845";No;No;"International Press, Inc.";0,387;Q2;7;2795;19562;
1014;21101219666;"Journal of Data Science";journal;"1680743X, 16838602";Yes;Yes;"Center for Applied Statistics, School of Statistics, Renmin University of China";0,387;Q3;40;2795;111782;
1015;21101027245;"Journal of Statistical Theory and Applications";journal;"15387887, 22141766";Yes;No;"Springer International Publishing AG";0,387;Q3;28;2644;245876;
1016;21100838017;"Sankhya B";journal;"09768394, 09768386";No;No;"Springer India";0,387;Q3;34;2719;437821;
1017;21100837406;"Arnold Mathematical Journal";journal;"21996806, 21996792";No;No;"Springer International Publishing AG";0,386;Q2;27;2816;343524;
1018;12400154717;"Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/ Journal of Transportation Systems Engineering and Information Technology";journal;"10096744";No;No;"Science Press";0,386;Q3;165;2660;2548071;
1019;14828;"Stochastic Models";journal;"15326349, 15324214";No;No;"Taylor and Francis Ltd.";0,386;Q3;43;2731;447931;
1020;21100201980;"For the Learning of Mathematics";journal;"02280671";No;No;"FLM Publishing Association";0,385;Q2;30;2929;439300;
1021;29006;"Hangkong Xuebao/Acta Aeronautica et Astronautica Sinica";journal;"10006893";No;No;"AAAS Press of Chinese Society of Aeronautics and Astronautics";0,385;Q3;517;2713;6629936;
1022;7100153120;"Pollack Periodica";journal;"17881994";No;No;"Akademiai Kiado";0,385;Q3;107;2662;1160818;
1023;21100871297;"Journal of Theoretical and Computational Acoustics";journal;"25917811, 25917285";No;No;"World Scientific";0,383;Q3;33;2843;463329;
1024;4000149405;"International Journal for Computational Methods in Engineering Science and Mechanics";journal;"15502295, 15502287";No;No;"Taylor and Francis Ltd.";0,382;Q3;42;2639;453887;
1025;21100301413;"Journal of the Operations Research Society of China";journal;"21946698, 2194668X";No;No;"Springer International Publishing";0,382;Q2;99;2808;870399;
1026;21100827945;"Lasers in Manufacturing and Materials Processing";journal;"21967237, 21967229";No;No;"Springer US";0,382;Q3;45;2855;476863;
1027;21805;"Mathematical Methods of Operations Research";journal;"14325217, 14322994";No;No;"Physica-Verlag";0,382;Q2;44;2944;585912;
1028;13614;"Mechanics of Composite Materials";journal;"15738922, 01915665";No;No;"Springer New York";0,382;Q2;83;2764;995143;
1029;8000153103;"Ricerche di Matematica";journal;"18273491, 00355038";No;No;"Springer-Verlag Italia s.r.l.";0,382;Q2;250;2764;1310139;
1030;14452;"Simulation";journal;"17413133, 00375497";No;No;"SAGE Publications Ltd";0,382;Q2;92;2822;1004787;
1031;23921;"Journal of Knot Theory and its Ramifications";journal;"17936527, 02182165";No;No;"World Scientific";0,381;Q3;56;2828;1512990;
1032;21100967806;"Proceedings of the International Geometry Center";journal;"24098906, 20729812";Yes;Yes;"Odesa National University of Technology";0,381;Q3;17;2564;240977;
1033;21100883675;"Arab Journal of Basic and Applied Sciences";journal;"25765299";Yes;No;"Taylor and Francis Ltd.";0,380;Q2;48;2869;631103;
1034;21100777278;"Communications in Mathematics";journal;"18041388, 23361298";Yes;No;"Episciences";0,379;Q2;36;2592;482066;
1035;21100394149;"Journal of Applied Analysis and Computation";journal;"2156907X, 21585644";No;No;"Wilmington Scientific Publisher";0,379;Q3;174;2843;2447824;
1036;21100199332;"Monte Carlo Methods and Applications";journal;"09299629, 15693961";No;No;"Walter de Gruyter GmbH";0,379;Q3;33;2691;336348;
1037;21100838194;"Proceedings of the Institute of Mathematics and Mechanics";journal;"24094994, 24094986";No;No;"Institute of Mathematics and Mechanics, National Academy of Sciences of Azerbaijan";0,379;Q2;24;2793;402148;
1038;24449;"Kybernetika";journal;"00235954, 1805949X";Yes;No;"Academy of Sciences of the Czech Republic";0,378;Q3;39;2618;630919;
1039;19900191933;"Miskolc Mathematical Notes";journal;"17872405, 17872413";Yes;Yes;"University of Miskolc";0,378;Q3;77;2815;1179378;
1040;4000149607;"Fixed Point Theory and Algorithms for Sciences and Engineering";journal;"16871812, 16871820";Yes;No;"SpringerOpen";0,376;Q3;19;2958;310556;
1041;21100943513;"Journal of Operation and Automation in Power Engineering";journal;"24234567, 23224576";Yes;Yes;"University of Mohaghegh Ardabili, Faculty of Electrical Engineering";0,376;Q3;33;2654;392810;
1042;21189;"Journal of Strain Analysis for Engineering Design";journal;"03093247, 20413130";No;No;"SAGE Publications Ltd";0,376;Q3;53;2836;632384;
1043;21100888787;"Annals of Economics and Statistics";journal;"21154430, 19683863";No;No;"Groupe des ecoles nationales d'economie et statistique";0,375;Q3;22;2757;272913;
1044;19700175301;"Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie";journal;"12203874";Yes;No;"Societatea de Stiinte Matematice din Romania";0,374;Q3;28;2644;378043;
1045;26511;"Functional Analysis and its Applications";journal;"15738485, 00162663";No;No;"Springer";0,374;Q3;29;2758;474394;
1046;24801;"Molecular Simulation";journal;"08927022, 10290435";No;No;"Taylor and Francis Ltd.";0,374;Q3;121;2804;2038755;
1047;21101023897;"Palestine Journal of Mathematics";journal;"22195688";No;No;"Palestine Polytechnic University";0,374;Q3;332;2531;2637508;
1048;21101067151;"Adults Learning Mathematics International Journal";journal;"17441803";No;No;"Adults Learning Mathematics (ALM)";0,373;Q3;5;2517;35234;
1049;17963;"International Journal of Circuit Theory and Applications";journal;"1097007X, 00989886";No;No;"John Wiley and Sons Ltd";0,373;Q3;563;2809;4325525;
1050;145274;"Journal of Statistical Mechanics: Theory and Experiment";journal;"17425468";No;No;"Institute of Physics";0,373;Q3;252;2848;3813692;
1051;21100456856;"Mathematics and Mechanics of Complex Systems";journal;"23253444, 23267186";No;No;"Mathematical Sciences Publishers";0,373;Q3;19;3237;307493;
1052;24998;"Computer Aided Geometric Design";journal;"01678396";No;No;"Elsevier B.V.";0,372;Q3;87;2940;952503;
1053;21100899436;"International Journal of Applied and Computational Mathematics";journal;"23495103, 21995796";No;No;"Springer India";0,372;Q3;180;2755;2859684;
1054;21100206241;"Algebra and Discrete Mathematics";journal;"17263255";Yes;No;"Institute of Applied Mathematics And Mechanics of the National Academy of Sciences of Ukraine";0,371;Q3;34;2638;509038;
1055;21100900134;"International Journal on Engineering Applications";journal;"25332295, 22812881";No;No;"Praise Worthy Prize";0,371;Q3;44;2641;549243;
1056;24573;"Aequationes Mathematicae";journal;"00019054, 14208903";No;No;"Birkhauser Verlag Basel";0,370;Q3;151;2949;1377045;
1057;21100239257;"Portugaliae Mathematica";journal;"16622758, 00325155";Yes;Yes;"European Mathematical Society Publishing House";0,370;Q3;17;2659;223394;
1058;130012;"IETE Journal of Research";journal;"0974780X, 03772063";No;No;"Taylor and Francis Ltd.";0,369;Q3;761;2676;5747630;
1059;23150;"IMA Journal of Mathematical Control and Information";journal;"02650754, 14716887";No;No;"Oxford University Press";0,369;Q3;35;2864;707380;
1060;21100944565;"Izvestiya Instituta Matematiki i Informatiki Udmurtskogo Gosudarstvennogo Universiteta";journal;"22263594, 24101737";Yes;No;"Udmurt State University";0,369;Q3;16;2695;229117;
1061;21100943825;"Advances in the Theory of Nonlinear Analysis and its Applications";journal;"25872648";Yes;No;"DergiPark";0,368;Q3;0;2865;610211;
1062;19900192611;"Probability and Mathematical Statistics";journal;"02084147";Yes;No;"PWN-Polish Scientific Publishers";0,368;Q3;7;2754;220354;
1063;21101119534;"Stats";journal;"2571905X";Yes;No;"Multidisciplinary Digital Publishing Institute (MDPI)";0,368;Q3;90;2648;452820;
1064;23864;"Journal of Computational Mathematics";journal;"02549409";No;No;"Inst. of Computational Mathematics and Sc./Eng. Computing";0,367;Q3;68;2898;779649;
1065;4500151507;"Lixue Xuebao/Chinese Journal of Theoretical and Applied Mechanics";journal;"04591879";No;No;"Chinese Journal of Theoretical and Applied";0,367;Q3;286;2692;3279292;
1066;21101041550;"New Zealand Journal of Mathematics";journal;"11794984";Yes;Yes;"New Zealand Mathematical Society and Department of Mathematics, University of Auckland";0,367;Q3;6;2610;156581;
1067;26467;"Fibonacci Quarterly";journal;"00150517";No;No;"Fibonacci Association";0,365;Q3;31;2730;666146;
1068;24578;"Mathematical Medicine and Biology";journal;"14778599";No;No;"Oxford University Press";0,365;Q3;17;2787;264745;
1069;21101067152;"Seminaire Lotharingien de Combinatoire";journal;"12864889";No;No;"Faculty of Mathematics, University of Vienna";0,365;Q3;105;2608;756286;
1070;27414;"Tohoku Mathematical Journal";journal;"00408735";No;No;"Tohoku University, Mathematical Institute";0,365;Q3;23;2886;378062;
1071;21100838018;"Complex Manifolds";journal;"23007443";Yes;No;"Walter de Gruyter GmbH";0,364;Q3;7;2800;190409;
1072;23917;"Journal of Intelligent and Fuzzy Systems";journal;"18758967, 10641246";No;No;"SAGE Publications Ltd";0,364;Q3;619;2766;15662440;
